-------------------------------------------------------------
Repartition Join Output
('5589', ('Music', ('28373', '3.5', '1111461737')))
('49280', ('Action', ('257115', '4.5', '1220114292')))
('49280', ('Action', ('257158', '3.5', '1181047880')))
('49280', ('Action', ('257160', '4.5', '1401947601')))
('49280', ('Action', ('257893', '4.0', '1211475012')))
('49280', ('Action', ('258253', '2.5', '1486760676')))
('49280', ('Action', ('258507', '3.0', '1254399017')))
('49280', ('Action', ('258804', '4.0', '1180980236')))
('49280', ('Action', ('259717', '4.0', '1183256770')))
('49280', ('Action', ('260138', '4.0', '1277057565')))
('49280', ('Action', ('260396', '5.0', '1244612613')))
('49280', ('Action', ('261032', '3.0', '1476814311')))
('49280', ('Action', ('262481', '3.0', '1347698521')))
('49280', ('Action', ('262565', '4.0', '1401451527')))
('49280', ('Action', ('265595', '3.5', '1180314133')))
('49280', ('Action', ('265926', '3.5', '1296743255')))
('49280', ('Action', ('266783', '4.0', '1165713282')))
('49280', ('Action', ('266853', '3.5', '1166500134')))
('49280', ('Action', ('267064', '3.5', '1169492254')))
('49280', ('Action', ('267217', '3.5', '1182465040')))
('49280', ('Action', ('267240', '3.5', '1278345622')))
('49280', ('Action', ('267733', '2.0', '1439353187')))
('49280', ('Action', ('268783', '4.0', '1500154136')))
('49280', ('Action', ('269279', '3.5', '1185498395')))
('49280', ('Action', ('269294', '3.5', '1274547748')))
('49280', ('Action', ('270123', '4.0', '1436135488')))
('49280', ('Action', ('270209', '3.0', '1170446186')))
('49280', ('Action', ('270564', '3.5', '1188216805')))
('49280', ('Thriller', ('11', '1.5', '1231676352')))
('49280', ('Thriller', ('824', '5.0', '1169586322')))
('49280', ('Thriller', ('1867', '0.5', '1177094825')))
('49280', ('Thriller', ('2151', '4.5', '1188311760')))
('49280', ('Thriller', ('2547', '3.5', '1202903608')))
('49280', ('Thriller', ('2642', '4.0', '1216695298')))
('49280', ('Thriller', ('2901', '4.0', '1165521435')))
('49280', ('Thriller', ('3780', '4.0', '1183949060')))
('49280', ('Thriller', ('4196', '4.0', '1249855531')))
('49280', ('Thriller', ('4493', '3.0', '1321769020')))
('49280', ('Thriller', ('5047', '5.0', '1228072108')))
('49280', ('Thriller', ('5243', '3.5', '1189016177')))
('49280', ('Thriller', ('5300', '2.0', '1300146178')))
('49280', ('Thriller', ('5527', '3.0', '1346913897')))
('49280', ('Thriller', ('5662', '1.5', '1171890425')))
('49280', ('Thriller', ('5915', '3.0', '1320941787')))
('49280', ('Thriller', ('6025', '5.0', '1164502480')))
('49280', ('Thriller', ('6043', '5.0', '1176173132')))
('49280', ('Thriller', ('6064', '3.5', '1252456646')))
('49280', ('Thriller', ('7155', '3.0', '1468471120')))
('49280', ('Thriller', ('8273', '3.0', '1457330010')))
('49280', ('Thriller', ('8287', '3.5', '1460482052')))
('49280', ('Thriller', ('8563', '3.0', '1167710085')))
('49280', ('Thriller', ('9788', '3.5', '1180012255')))
('49280', ('Thriller', ('11030', '2.0', '1177244678')))
('49280', ('Thriller', ('11061', '2.5', '1179008244')))
('49280', ('Thriller', ('11922', '3.5', '1210976355')))
('49280', ('Thriller', ('12072', '1.5', '1182502233')))
('49280', ('Thriller', ('12837', '3.0', '1420262542')))
('49280', ('Thriller', ('12845', '4.0', '1267403661')))
('49280', ('Thriller', ('13000', '4.0', '1416685014')))
('49280', ('Thriller', ('13454', '4.5', '1173605395')))
('49280', ('Thriller', ('14794', '4.5', '1258143608')))
('49280', ('Thriller', ('14847', '3.5', '1408138112')))
('49280', ('Thriller', ('14974', '1.0', '1468620326')))
('49280', ('Thriller', ('15128', '3.5', '1352976093')))
('49280', ('Thriller', ('16481', '3.5', '1179866208')))
('49280', ('Thriller', ('17211', '3.5', '1171576325')))
('49280', ('Thriller', ('17573', '3.5', '1269228460')))
('49280', ('Thriller', ('17936', '3.5', '1256698770')))
('49280', ('Thriller', ('18155', '5.0', '1166306873')))
('49280', ('Thriller', ('18206', '2.5', '1185160069')))
('49280', ('Thriller', ('18603', '3.5', '1418566564')))
('49280', ('Thriller', ('19843', '4.0', '1177090904')))
('49280', ('Thriller', ('20275', '2.0', '1212298210')))
('49280', ('Thriller', ('20608', '3.5', '1182617564')))
('49280', ('Thriller', ('20738', '4.0', '1183745445')))
('49280', ('Thriller', ('21565', '4.0', '1204480580')))
('49280', ('Thriller', ('22874', '3.5', '1239245553')))
('49280', ('Thriller', ('22883', '5.0', '1184041186')))
('49280', ('Thriller', ('23040', '2.5', '1327600697')))
('49280', ('Thriller', ('24217', '4.0', '1199030753')))
('49280', ('Thriller', ('24859', '0.5', '1165689412')))
('49280', ('Thriller', ('25700', '3.0', '1275275013')))
('49280', ('Thriller', ('78809', '3.0', '1168328646')))
('49280', ('Thriller', ('79042', '3.5', '1463051281')))
('49280', ('Thriller', ('79255', '4.5', '1243325124')))
('49280', ('Thriller', ('79988', '3.0', '1204775839')))
('49280', ('Thriller', ('80303', '4.0', '1231676304')))
('49280', ('Thriller', ('80325', '4.0', '1183038391')))
('49280', ('Thriller', ('81157', '3.5', '1263821514')))
('49280', ('Thriller', ('81477', '3.5', '1171582452')))
('49280', ('Thriller', ('81593', '3.5', '1446480125')))
('49280', ('Thriller', ('83312', '4.0', '1482247149')))
('49280', ('Thriller', ('83643', '4.5', '1242768118')))
('49280', ('Thriller', ('83768', '2.0', '1218862528')))
('49280', ('Thriller', ('83888', '4.0', '1283962294')))
('49280', ('Thriller', ('84664', '2.5', '1166059728')))
('49280', ('Thriller', ('84757', '4.5', '1176766303')))
('49280', ('Thriller', ('84913', '4.0', '1451010723')))
('49280', ('Thriller', ('84964', '3.0', '1196033465')))
('49280', ('Thriller', ('85373', '3.5', '1272932339')))
('49280', ('Thriller', ('86701', '4.0', '1185248721')))
('49280', ('Thriller', ('87337', '3.5', '1361559666')))
('49280', ('Thriller', ('88901', '2.0', '1490067011')))
('49280', ('Thriller', ('89020', '3.5', '1341847720')))
('49280', ('Thriller', ('89258', '3.5', '1185200252')))
('49280', ('Thriller', ('89742', '4.5', '1189335126')))
('49280', ('Thriller', ('90640', '3.0', '1214024991')))
('49280', ('Thriller', ('91243', '4.0', '1165208694')))
('49280', ('Thriller', ('91459', '3.5', '1384229957')))
('49280', ('Thriller', ('91462', '3.0', '1180984107')))
('49280', ('Thriller', ('91818', '4.0', '1166081360')))
('49280', ('Thriller', ('92038', '4.0', '1302806370')))
('49280', ('Thriller', ('92126', '3.5', '1250490168')))
('49280', ('Thriller', ('92142', '2.5', '1453084280')))
('49280', ('Thriller', ('92568', '5.0', '1194406009')))
('49280', ('Thriller', ('92948', '0.5', '1182704128')))
('49280', ('Thriller', ('93453', '3.5', '1433584872')))
('49280', ('Thriller', ('93981', '3.0', '1210786005')))
('49280', ('Thriller', ('94106', '3.5', '1290378906')))
('49280', ('Thriller', ('94287', '4.0', '1215875198')))
('49280', ('Thriller', ('95593', '3.0', '1262005733')))
('49280', ('Thriller', ('96693', '4.0', '1194320221')))
('49280', ('Thriller', ('96714', '3.5', '1167244521')))
('49280', ('Thriller', ('97140', '4.0', '1318968164')))
('49280', ('Thriller', ('97544', '4.0', '1178842384')))
('49280', ('Thriller', ('98415', '2.5', '1177527764')))
('49280', ('Thriller', ('98760', '3.5', '1232841332')))
('49280', ('Thriller', ('98787', '2.0', '1466836084')))
('49280', ('Thriller', ('98900', '2.0', '1182151132')))
('49280', ('Thriller', ('99182', '2.5', '1184515713')))
('49280', ('Thriller', ('100082', '2.5', '1231462223')))
('49280', ('Thriller', ('100090', '3.5', '1185835046')))
('49280', ('Thriller', ('100385', '4.0', '1276210225')))
('49280', ('Thriller', ('100425', '2.0', '1176891094')))
('49280', ('Thriller', ('101223', '3.0', '1237054582')))
('49280', ('Thriller', ('101294', '3.0', '1308100062')))
('49280', ('Thriller', ('101938', '4.0', '1183650032')))
('49280', ('Thriller', ('104039', '3.0', '1256270230')))
('49280', ('Thriller', ('230834', '3.0', '1171229266')))
('49280', ('Thriller', ('232041', '3.5', '1205285232')))
('49280', ('Thriller', ('232166', '4.0', '1180314923')))
('49280', ('Thriller', ('232345', '4.5', '1241033324')))
('49280', ('Thriller', ('232837', '3.0', '1420400877')))
('49280', ('Thriller', ('233306', '3.5', '1180136844')))
('49280', ('Thriller', ('233896', '3.0', '1195669843')))
('49280', ('Thriller', ('234308', '1.5', '1167516089')))
('49280', ('Thriller', ('236146', '2.5', '1176767196')))
('49280', ('Thriller', ('236788', '5.0', '1180168550')))
('49280', ('Thriller', ('237435', '3.0', '1213499999')))
('49280', ('Thriller', ('238726', '2.5', '1306189897')))
('49280', ('Thriller', ('238736', '4.0', '1171938128')))
('49280', ('Thriller', ('238774', '3.5', '1183661238')))
('49280', ('Thriller', ('239091', '1.0', '1493162387')))
('49280', ('Thriller', ('239753', '2.5', '1176923886')))
('49280', ('Thriller', ('239952', '3.5', '1270200239')))
('49280', ('Thriller', ('240042', '4.5', '1184097147')))
('49280', ('Thriller', ('240445', '3.0', '1477935659')))
('49280', ('Thriller', ('240461', '3.0', '1168933895')))
('49280', ('Thriller', ('241178', '4.0', '1168937782')))
('49280', ('Thriller', ('241875', '4.0', '1193025304')))
('49280', ('Thriller', ('242035', '3.5', '1252952744')))
('49280', ('Thriller', ('242242', '3.0', '1234639482')))
('49280', ('Thriller', ('243252', '4.0', '1164124681')))
('49280', ('Thriller', ('243331', '3.0', '1164515707')))
('49280', ('Thriller', ('243977', '3.0', '1454274131')))
('49280', ('Thriller', ('244008', '4.5', '1188275967')))
('49280', ('Thriller', ('245028', '3.5', '1176373582')))
('49280', ('Thriller', ('245152', '4.5', '1194464806')))
('49280', ('Thriller', ('245182', '3.0', '1200084193')))
('49280', ('Thriller', ('245219', '4.0', '1248026168')))
('49280', ('Thriller', ('245561', '3.0', '1399955215')))
('49280', ('Thriller', ('246874', '2.5', '1186629184')))
('49280', ('Thriller', ('247182', '5.0', '1167259691')))
('49280', ('Thriller', ('248042', '3.5', '1199399744')))
('49280', ('Thriller', ('248309', '2.0', '1459916495')))
('49280', ('Thriller', ('248362', '4.0', '1182949020')))
('49280', ('Thriller', ('248454', '4.0', '1191821036')))
('49280', ('Thriller', ('248642', '3.5', '1230939723')))
('49280', ('Thriller', ('248757', '3.5', '1177156365')))
('49280', ('Thriller', ('249201', '4.0', '1462380448')))
('49280', ('Thriller', ('249810', '3.5', '1358259983')))
('49280', ('Thriller', ('249949', '2.5', '1421350434')))
('49280', ('Thriller', ('250439', '2.5', '1199457855')))
('49280', ('Thriller', ('250534', '3.0', '1254373002')))
('49280', ('Thriller', ('251197', '2.0', '1488438012')))
('49280', ('Thriller', ('251238', '4.5', '1446668564')))
('49280', ('Thriller', ('251298', '3.0', '1230483920')))
('49280', ('Thriller', ('251794', '1.0', '1284527937')))
('49280', ('Thriller', ('252573', '2.5', '1165987799')))
('49280', ('Thriller', ('252792', '3.5', '1233852744')))
('49280', ('Thriller', ('252960', '4.5', '1246223300')))
('49280', ('Thriller', ('253115', '3.0', '1473645564')))
('49280', ('Thriller', ('253630', '2.5', '1259254820')))
('49280', ('Thriller', ('253702', '2.0', '1206919892')))
('49280', ('Thriller', ('253704', '0.5', '1180054936')))
('49280', ('Thriller', ('254341', '4.0', '1206494649')))
('49280', ('Thriller', ('254605', '4.5', '1461421741')))
('49280', ('Thriller', ('254618', '3.0', '1500372262')))
('49280', ('Thriller', ('254977', '4.5', '1165438498')))
('49280', ('Thriller', ('255585', '0.5', '1168039998')))
('49280', ('Thriller', ('255904', '2.5', '1175031187')))
('49280', ('Thriller', ('26887', '3.0', '1164825727')))
('49280', ('Thriller', ('27072', '4.0', '1231647937')))
('49280', ('Thriller', ('27328', '3.5', '1182789848')))
('49280', ('Thriller', ('27367', '4.5', '1179164024')))
('49280', ('Thriller', ('27587', '3.0', '1397420855')))
('49280', ('Thriller', ('27816', '4.5', '1188844667')))
('49280', ('Thriller', ('29030', '4.0', '1464269568')))
('49280', ('Thriller', ('30731', '4.0', '1440371096')))
('49280', ('Thriller', ('32108', '2.5', '1330827986')))
('49280', ('Thriller', ('32114', '2.5', '1451751248')))
('49280', ('Thriller', ('33204', '4.0', '1178138826')))
('49280', ('Thriller', ('34117', '3.0', '1180743273')))
('49280', ('Thriller', ('34248', '3.0', '1263250988')))
('49280', ('Thriller', ('35006', '4.0', '1206674351')))
('49280', ('Thriller', ('35233', '3.5', '1285656670')))
('49280', ('Thriller', ('35787', '3.5', '1450585868')))
('49280', ('Thriller', ('36175', '4.5', '1180046487')))
('49280', ('Thriller', ('37184', '4.0', '1189811236')))
('49280', ('Thriller', ('37767', '4.5', '1422844305')))
('49280', ('Thriller', ('38096', '3.5', '1195737491')))
('49280', ('Thriller', ('38317', '4.0', '1177456631')))
('49280', ('Thriller', ('39591', '4.0', '1165024145')))
('49280', ('Thriller', ('40207', '4.0', '1177999655')))
('49280', ('Thriller', ('40465', '1.5', '1422736863')))
('49280', ('Thriller', ('41707', '4.0', '1331949019')))
('49280', ('Thriller', ('42994', '2.0', '1201448497')))
('49280', ('Thriller', ('43519', '3.5', '1177185213')))
('49280', ('Thriller', ('43537', '3.0', '1212966655')))
('49280', ('Thriller', ('44742', '3.0', '1237661271')))
('49280', ('Thriller', ('44966', '3.0', '1192856885')))
('49280', ('Thriller', ('45139', '3.0', '1180160329')))
('49280', ('Thriller', ('45208', '3.5', '1200985424')))
('49280', ('Thriller', ('45326', '3.5', '1313026066')))
('49280', ('Thriller', ('45635', '3.5', '1420443519')))
('49280', ('Thriller', ('45811', '2.0', '1455271873')))
('49280', ('Thriller', ('45897', '3.5', '1198888785')))
('49280', ('Thriller', ('47253', '2.5', '1165436915')))
('49280', ('Thriller', ('48049', '3.0', '1349239635')))
('49280', ('Thriller', ('49285', '2.0', '1441936978')))
('49280', ('Thriller', ('49710', '2.0', '1272303481')))
('49280', ('Thriller', ('50034', '3.5', '1189523356')))
('49280', ('Thriller', ('50783', '3.5', '1423907262')))
('49280', ('Thriller', ('51804', '4.0', '1197471075')))
('49280', ('Thriller', ('52019', '4.0', '1209423954')))
('49280', ('Thriller', ('52246', '3.0', '1449413732')))
('49280', ('Thriller', ('52263', '3.0', '1432827521')))
('49280', ('Thriller', ('53227', '3.5', '1292465416')))
('49280', ('Thriller', ('54388', '5.0', '1169328495')))
('49280', ('Thriller', ('54527', '3.0', '1174295248')))
('49280', ('Thriller', ('54712', '4.5', '1195629240')))
('49280', ('Thriller', ('54755', '4.5', '1165098813')))
('49280', ('Thriller', ('55075', '3.5', '1178504973')))
('49280', ('Thriller', ('55295', '3.0', '1236168872')))
('49280', ('Thriller', ('55336', '4.0', '1434855584')))
('49280', ('Thriller', ('55353', '4.0', '1321455938')))
('49280', ('Thriller', ('55563', '3.0', '1286421631')))
('49280', ('Thriller', ('56556', '3.5', '1267043390')))
('49280', ('Thriller', ('56954', '4.0', '1229266450')))
('49280', ('Thriller', ('57845', '3.0', '1179074363')))
('49280', ('Thriller', ('57854', '3.0', '1485996866')))
('49280', ('Thriller', ('58487', '4.0', '1181632695')))
('49280', ('Thriller', ('60183', '4.5', '1176278223')))
('49280', ('Thriller', ('61043', '3.5', '1422840034')))
('49280', ('Thriller', ('61316', '4.5', '1497713779')))
('49280', ('Thriller', ('61437', '3.5', '1195002653')))
('49280', ('Thriller', ('61488', '2.5', '1177685183')))
('49280', ('Thriller', ('63058', '2.5', '1166157888')))
('49280', ('Thriller', ('63180', '4.0', '1203975649')))
('49280', ('Thriller', ('63572', '3.5', '1225729698')))
('49280', ('Thriller', ('63845', '3.5', '1246263582')))
('49280', ('Thriller', ('63864', '3.5', '1258594665')))
('49280', ('Thriller', ('63962', '4.0', '1201870017')))
('49280', ('Thriller', ('64918', '3.0', '1194801814')))
('49280', ('Thriller', ('65554', '4.0', '1186502388')))
('49280', ('Thriller', ('65616', '4.0', '1451259465')))
('49280', ('Thriller', ('65889', '0.5', '1167187928')))
('49280', ('Thriller', ('66218', '3.0', '1228333831')))
('49280', ('Thriller', ('66508', '3.0', '1438382324')))
('49280', ('Thriller', ('67671', '4.0', '1452796565')))
('49280', ('Thriller', ('67897', '4.5', '1165369770')))
('49280', ('Thriller', ('67934', '3.0', '1169466569')))
('49280', ('Thriller', ('70807', '4.0', '1182518059')))
('49280', ('Thriller', ('70993', '3.5', '1221170652')))
('49280', ('Thriller', ('71871', '3.5', '1178816893')))
('49280', ('Thriller', ('72039', '4.0', '1164500451')))
('49280', ('Thriller', ('72978', '3.5', '1291560178')))
('49280', ('Thriller', ('73451', '3.5', '1227092894')))
('49280', ('Thriller', ('73605', '2.5', '1220951807')))
('49280', ('Thriller', ('74209', '4.5', '1214726631')))
('49280', ('Thriller', ('74275', '3.0', '1385148173')))
('49280', ('Thriller', ('74473', '3.5', '1197500061')))
('49280', ('Thriller', ('74831', '3.5', '1251325299')))
('49280', ('Thriller', ('75117', '3.5', '1220487892')))
('49280', ('Thriller', ('75142', '2.5', '1180834462')))
('49280', ('Thriller', ('75396', '3.0', '1179651053')))
('49280', ('Thriller', ('75401', '4.0', '1165524108')))
('49280', ('Thriller', ('75638', '4.0', '1184002296')))
('49280', ('Thriller', ('76721', '4.0', '1234379708')))
('49280', ('Thriller', ('77042', '4.5', '1183780938')))
('49280', ('Thriller', ('77819', '3.5', '1176311525')))
('49280', ('Thriller', ('77872', '3.0', '1360282604')))
('49280', ('Thriller', ('104069', '3.5', '1187716932')))
('49280', ('Thriller', ('104277', '3.5', '1234594698')))
('49280', ('Thriller', ('105819', '3.0', '1352571220')))
('49280', ('Thriller', ('105907', '3.5', '1211475073')))
('49280', ('Thriller', ('106197', '2.5', '1322217354')))
('49280', ('Thriller', ('107192', '3.5', '1297902792')))
('49280', ('Thriller', ('107819', '3.5', '1444929221')))
('49280', ('Thriller', ('108965', '4.0', '1178385695')))
('49280', ('Thriller', ('109128', '3.5', '1377845120')))
('49280', ('Thriller', ('109241', '4.0', '1310290114')))
('49280', ('Thriller', ('109314', '4.5', '1165435795')))
('49280', ('Thriller', ('109350', '4.0', '1229628182')))
('49280', ('Thriller', ('109491', '4.0', '1219509614')))
('49280', ('Thriller', ('110275', '4.5', '1499615184')))
('49280', ('Thriller', ('110487', '3.5', '1231629119')))
('49280', ('Thriller', ('111112', '3.5', '1372139929')))
('49280', ('Thriller', ('111264', '3.0', '1177019113')))
('49280', ('Thriller', ('112293', '3.0', '1200823832')))
('49280', ('Thriller', ('113156', '4.0', '1167024318')))
('49280', ('Thriller', ('113503', '4.5', '1179427129')))
('49280', ('Thriller', ('116793', '3.5', '1186898256')))
('49280', ('Thriller', ('116975', '3.5', '1164943022')))
('49280', ('Thriller', ('117586', '3.5', '1164728024')))
('49280', ('Thriller', ('118524', '3.5', '1449439179')))
('49280', ('Thriller', ('118638', '4.0', '1165116256')))
('49280', ('Thriller', ('119356', '3.5', '1196045481')))
('49280', ('Thriller', ('119630', '4.0', '1165724140')))
('49280', ('Thriller', ('120881', '4.0', '1185300422')))
('49280', ('Thriller', ('121083', '4.0', '1164311440')))
('49280', ('Thriller', ('121309', '4.0', '1269875628')))
('49280', ('Thriller', ('121323', '3.5', '1237725226')))
('49280', ('Thriller', ('122208', '3.5', '1441587658')))
('49280', ('Thriller', ('122726', '3.0', '1169360110')))
('49280', ('Thriller', ('122729', '4.0', '1181616881')))
('49280', ('Thriller', ('123121', '4.5', '1462216540')))
('49280', ('Thriller', ('123210', '3.5', '1264811509')))
('49280', ('Thriller', ('123786', '2.5', '1181483245')))
('49280', ('Thriller', ('123852', '3.0', '1304158930')))
('49280', ('Thriller', ('124032', '4.0', '1424151951')))
('49280', ('Thriller', ('124762', '3.5', '1188936957')))
('49280', ('Thriller', ('126334', '4.0', '1184570326')))
('49280', ('Thriller', ('126655', '5.0', '1378397288')))
('49280', ('Thriller', ('127346', '3.0', '1329875940')))
('49280', ('Thriller', ('127581', '2.0', '1466578962')))
('49280', ('Thriller', ('129649', '3.0', '1285889947')))
('49280', ('Thriller', ('130412', '2.5', '1438584129')))
('49280', ('Thriller', ('130418', '4.0', '1183378767')))
('49280', ('Thriller', ('130662', '5.0', '1374119581')))
('49280', ('Thriller', ('132062', '2.0', '1169954796')))
('49280', ('Thriller', ('133182', '3.5', '1225493216')))
('49280', ('Thriller', ('134066', '3.5', '1193936745')))
('49280', ('Thriller', ('135487', '3.0', '1228074418')))
('49280', ('Thriller', ('135829', '4.0', '1357670958')))
('49280', ('Thriller', ('136403', '1.0', '1219319555')))
('49280', ('Thriller', ('136606', '4.0', '1201646043')))
('49280', ('Thriller', ('137950', '3.0', '1173366703')))
('49280', ('Thriller', ('138897', '4.5', '1233797278')))
('49280', ('Thriller', ('139161', '4.0', '1229201303')))
('49280', ('Thriller', ('139925', '4.0', '1184680801')))
('49280', ('Thriller', ('141755', '3.0', '1310397133')))
('49280', ('Thriller', ('141984', '3.5', '1179824920')))
('49280', ('Thriller', ('141989', '2.0', '1434765489')))
('49280', ('Thriller', ('143026', '3.5', '1178334939')))
('49280', ('Thriller', ('144004', '4.5', '1201293049')))
('49280', ('Thriller', ('144375', '3.5', '1211790925')))
('49280', ('Thriller', ('144501', '4.0', '1176172986')))
('49280', ('Thriller', ('145932', '4.0', '1335673985')))
('49280', ('Thriller', ('146800', '3.5', '1230972257')))
('49280', ('Thriller', ('148358', '3.5', '1231104904')))
('49280', ('Thriller', ('148585', '3.5', '1395725178')))
('49280', ('Thriller', ('149560', '3.5', '1204303792')))
('49280', ('Thriller', ('149856', '3.5', '1177376523')))
('49280', ('Thriller', ('150166', '3.0', '1177600212')))
('49280', ('Thriller', ('151028', '4.0', '1226862229')))
('49280', ('Thriller', ('151252', '3.0', '1165872039')))
('49280', ('Thriller', ('151571', '4.0', '1171669394')))
('49280', ('Thriller', ('152150', '2.0', '1280554601')))
('49280', ('Thriller', ('153153', '3.5', '1184221854')))
('49280', ('Thriller', ('153394', '3.5', '1332878789')))
('49280', ('Thriller', ('153561', '2.5', '1199807080')))
('49280', ('Thriller', ('154532', '4.5', '1165644662')))
('49280', ('Thriller', ('154570', '4.5', '1276038563')))
('49280', ('Thriller', ('156311', '3.5', '1231372414')))
('49280', ('Thriller', ('156555', '3.0', '1183623781')))
('49280', ('Thriller', ('156679', '4.5', '1187703919')))
('49280', ('Thriller', ('157664', '3.5', '1305173801')))
('49280', ('Thriller', ('158271', '3.5', '1214947392')))
('49280', ('Thriller', ('159910', '4.0', '1261423128')))
('49280', ('Thriller', ('160153', '3.0', '1179028139')))
('49280', ('Thriller', ('160747', '1.0', '1180054032')))
('49280', ('Thriller', ('160896', '4.5', '1293311200')))
('49280', ('Thriller', ('161294', '1.5', '1189095364')))
('49280', ('Thriller', ('161725', '4.0', '1194346595')))
('49280', ('Thriller', ('161986', '0.5', '1184876666')))
('49280', ('Thriller', ('162129', '4.0', '1198275260')))
('49280', ('Thriller', ('162347', '4.0', '1165998014')))
('49280', ('Thriller', ('162505', '2.0', '1188310549')))
('49280', ('Thriller', ('162546', '3.0', '1497177746')))
('49280', ('Thriller', ('162590', '4.0', '1197733575')))
('49280', ('Thriller', ('162713', '3.5', '1494716841')))
('49280', ('Thriller', ('162835', '3.0', '1179885731')))
('49280', ('Thriller', ('163092', '3.0', '1224886131')))
('49280', ('Thriller', ('163536', '5.0', '1283830899')))
('49280', ('Thriller', ('163992', '4.0', '1191769374')))
('49280', ('Thriller', ('166455', '3.5', '1186515067')))
('49280', ('Thriller', ('167097', '4.5', '1200929425')))
('49280', ('Thriller', ('167323', '3.5', '1237581814')))
('49280', ('Thriller', ('168620', '4.0', '1169428194')))
('49280', ('Thriller', ('168762', '1.5', '1380855076')))
('49280', ('Thriller', ('169689', '2.5', '1181049786')))
('49280', ('Thriller', ('170287', '2.0', '1174668122')))
('49280', ('Thriller', ('170547', '4.0', '1415432337')))
('49280', ('Thriller', ('170557', '3.5', '1229181274')))
('49280', ('Thriller', ('171535', '2.0', '1182821264')))
('49280', ('Thriller', ('172224', '3.5', '1467482334')))
('49280', ('Thriller', ('172359', '2.5', '1240079466')))
('49280', ('Thriller', ('173979', '4.5', '1487482198')))
('49280', ('Thriller', ('174159', '3.0', '1171260954')))
('49280', ('Thriller', ('174229', '3.0', '1229352341')))
('49280', ('Thriller', ('174414', '2.0', '1322240563')))
('49280', ('Thriller', ('174759', '2.5', '1179708588')))
('49280', ('Thriller', ('174864', '2.5', '1230395311')))
('49280', ('Thriller', ('174931', '4.0', '1294437049')))
('49280', ('Thriller', ('175683', '4.0', '1253368431')))
('49280', ('Thriller', ('176672', '2.5', '1168835956')))
('49280', ('Thriller', ('176920', '3.5', '1204945712')))
('49280', ('Thriller', ('177150', '4.0', '1183755501')))
('49280', ('Thriller', ('177593', '3.0', '1252141984')))
('49280', ('Thriller', ('177795', '4.0', '1210920817')))
('49280', ('Thriller', ('178767', '2.5', '1180461737')))
('49280', ('Thriller', ('179073', '3.0', '1239571001')))
('49280', ('Thriller', ('179137', '3.5', '1183481122')))
('49280', ('Thriller', ('179792', '3.0', '1166234895')))
('49280', ('Thriller', ('180711', '4.0', '1204670101')))
('49280', ('Thriller', ('182466', '3.5', '1233073508')))
('49280', ('Thriller', ('182555', '3.0', '1465082947')))
('49280', ('Thriller', ('182617', '4.5', '1403156097')))
('49280', ('Thriller', ('182803', '2.5', '1175680618')))
('49280', ('Thriller', ('183134', '3.5', '1252788866')))
('49280', ('Thriller', ('184245', '1.5', '1165793375')))
('49280', ('Thriller', ('184559', '4.5', '1261197376')))
('49280', ('Thriller', ('184562', '3.0', '1260572518')))
('49280', ('Thriller', ('186059', '3.5', '1176249717')))
('49280', ('Thriller', ('186075', '3.0', '1266992399')))
('49280', ('Thriller', ('187723', '4.0', '1165361662')))
('49280', ('Thriller', ('187871', '2.5', '1164868851')))
('49280', ('Thriller', ('188047', '2.5', '1224396507')))
('49280', ('Thriller', ('188407', '3.0', '1174369702')))
('49280', ('Thriller', ('188582', '3.5', '1443825159')))
('49280', ('Thriller', ('188905', '4.0', '1166485672')))
('49280', ('Thriller', ('188998', '4.5', '1178300070')))
('49280', ('Thriller', ('189625', '4.5', '1247899214')))
('49280', ('Thriller', ('190682', '3.0', '1200941956')))
('49280', ('Thriller', ('191049', '4.0', '1220437133')))
('49280', ('Thriller', ('191249', '3.0', '1194560962')))
('49280', ('Thriller', ('191710', '4.0', '1432346001')))
('49280', ('Thriller', ('192946', '3.0', '1182138498')))
('49280', ('Thriller', ('193329', '3.0', '1192600582')))
('49280', ('Thriller', ('193640', '3.5', '1322939268')))
('49280', ('Thriller', ('193772', '4.0', '1311538504')))
('49280', ('Thriller', ('193795', '2.5', '1188234736')))
('49280', ('Thriller', ('194422', '3.5', '1225313636')))
('49280', ('Thriller', ('195418', '4.0', '1197129905')))
('49280', ('Thriller', ('196061', '3.5', '1326952340')))
('49280', ('Thriller', ('196116', '3.5', '1476826214')))
('49280', ('Thriller', ('196196', '4.0', '1401299199')))
('49280', ('Thriller', ('196296', '1.5', '1200923662')))
('49280', ('Thriller', ('197858', '4.0', '1193688921')))
('49280', ('Thriller', ('198603', '4.0', '1210020960')))
('49280', ('Thriller', ('200365', '4.0', '1447600758')))
('49280', ('Thriller', ('201236', '3.5', '1482164889')))
('49280', ('Thriller', ('201300', '4.0', '1251244718')))
('49280', ('Thriller', ('201927', '4.5', '1301583368')))
('49280', ('Thriller', ('202179', '3.0', '1176993954')))
('49280', ('Thriller', ('202727', '4.5', '1221160072')))
('49280', ('Thriller', ('203329', '3.5', '1180841916')))
('49280', ('Thriller', ('205084', '2.5', '1322958381')))
('49280', ('Thriller', ('206513', '3.0', '1190503019')))
('49280', ('Thriller', ('208111', '3.5', '1256078430')))
('49280', ('Thriller', ('209820', '3.5', '1182134020')))
('49280', ('Thriller', ('210245', '2.0', '1171333803')))
('49280', ('Thriller', ('210684', '3.5', '1180887456')))
